Timestamp,Voltage (V),Current (A),Temperature (°C),SOC (%),SOH (%),Cycles
2024-12-10 22:17:53.285091,3.5214825967648093,0.015893262945799957,29.278173823823654,0.0,99.37197586467096,445
2024-12-10 22:18:03.285091,3.6030860587166758,0.5855487955921539,36.44597610574065,0.1001001001001001,92.35184146492105,183
2024-12-10 22:18:13.285091,3.5289059702847934,0.5959204948788828,35.50632295418558,0.2002002002002002,97.2438688693235,66
2024-12-10 22:18:23.285091,4.132919268212082,0.2946737034043978,34.934399371484915,0.3003003003003003,85.48480600675704,486
2024-12-10 22:18:33.285091,3.8071453171149097,1.2569756392327096,36.19353542343573,0.4004004004004004,96.5003417926763,282
2024-12-10 22:18:43.285091,4.103582292226226,1.1397847628684388,33.34369957849053,0.5005005005005005,82.76107913766435,183
2024-12-10 22:18:53.285091,3.7598129341521465,1.4679325608285985,28.147723210799864,0.6006006006006006,94.51799279724749,30
2024-12-10 22:19:03.285091,4.058432574215698,1.934923347654324,39.986148005367326,0.7007007007007008,98.26962595696475,378
2024-12-10 22:19:13.285091,3.5375763859574807,0.9260007425654213,26.481281122320766,0.8008008008008008,97.52886401603062,326
2024-12-10 22:19:23.285091,3.930440688838346,0.026480662104229058,38.09102100689912,0.9009009009009009,89.6448073690209,295
2024-12-10 22:19:33.285091,3.879610179886861,0.44718656673569757,29.278392795394335,1.001001001001001,98.78106518309012,332
2024-12-10 22:19:43.285091,3.3460088365268392,0.15060086197375866,27.00634797333718,1.1011011011011012,98.94696906966008,311
2024-12-10 22:19:53.285091,3.493517448204454,1.7018091168299907,38.99144615907695,1.2012012012012012,83.5178416154723,177
2024-12-10 22:20:03.285091,4.011989921277463,0.4495102086168823,39.12374042318255,1.3013013013013013,86.59945242234623,29
2024-12-10 22:20:13.285091,3.6886677145491418,1.3504474088134728,28.110639627073773,1.4014014014014016,87.32244213812976,128
2024-12-10 22:20:23.285091,4.156462650743211,0.9013969668181672,39.31986238456369,1.5015015015015016,82.31853672644607,250
2024-12-10 22:20:33.285091,4.133676684669886,1.5568058901319504,36.20477555436304,1.6016016016016017,95.3023524005623,4
2024-12-10 22:20:43.285091,3.3435793738249755,1.4519852774276416,34.98106726616063,1.7017017017017018,92.96907089196486,415
2024-12-10 22:20:53.285091,4.1755863493464,1.461974414686636,33.33291568467537,1.8018018018018018,96.90848106463301,127
2024-12-10 22:21:03.285091,3.9524618751956107,1.2244101223344777,25.265329609821038,1.9019019019019021,91.71282181823125,129
2024-12-10 22:21:13.285091,3.262023930599457,0.5118376330891983,38.56450853684513,2.002002002002002,99.03719181774855,375
2024-12-10 22:21:23.285091,3.7860830982628273,1.9528732300763854,37.437356285986006,2.1021021021021022,88.7972838062562,272
2024-12-10 22:21:33.285091,3.6497361959167387,0.09908440772911042,38.12384519165832,2.2022022022022023,85.79473404310677,287
2024-12-10 22:21:43.285091,3.7521249056942017,0.8944755646104259,38.98778046206406,2.3023023023023024,94.12152092270289,4
2024-12-10 22:21:53.285091,3.663334028109664,0.21668841266955452,29.48307141855568,2.4024024024024024,86.67199152650858,317
2024-12-10 22:22:03.285091,4.039429909467963,1.1569920101023174,39.77305174757798,2.5025025025025025,98.36305813137892,317
2024-12-10 22:22:13.285091,3.753579881930137,1.3636806064965734,37.78151168214965,2.6026026026026026,83.67453045636478,76
2024-12-10 22:22:23.285091,3.378467517160287,1.950820467439398,35.974131443635116,2.702702702702703,96.24061756228896,445
2024-12-10 22:22:33.285091,4.111473298249409,1.5256446291829902,33.44715939549212,2.802802802802803,87.6783987562545,395
2024-12-10 22:22:43.285091,4.1945824303009625,1.4131328663355995,25.17564715222818,2.902902902902903,99.70833984776652,343
2024-12-10 22:22:53.285091,4.1888739510061885,1.7329361977786373,34.17490897484223,3.0030030030030033,90.78437677064014,250
2024-12-10 22:23:03.285091,3.9911151342611415,1.0078927376147042,28.335715137206023,3.1031031031031033,87.79591844192804,155
2024-12-10 22:23:13.285091,3.5081237054721,1.178037686237481,26.018460851852396,3.2032032032032034,88.28645779844337,444
2024-12-10 22:23:23.285091,3.2118123774726817,0.7045285984594918,33.61577960140294,3.3033033033033035,80.4952787934203,250
2024-12-10 22:23:33.285091,3.4467574251699897,0.6608654663930678,33.701946010568165,3.4034034034034035,89.44931873707996,252
2024-12-10 22:23:43.285091,3.743235168387016,1.8777810312116907,35.774523858712904,3.5035035035035036,80.97203016466378,226
